Season,Episode,Character,Line
1,5,JIMÉNEZ DEL OSO,"Buenas tardes. Quizá usted, estando solo en casa, haya escuchado el sonido de unos pasos, o sienta un aliento en su nuca. Como la madrileña Casa de las Siete Chimeneas, sede del Ministerio de Cultura. Construida por Felipe II para su amante de nombre Elena. Ésta casó luego con un capitán llamado Zapata. Pero la felicidad duró poco. El capitán murió en Flandes. Y al mismo tiempo, Elena moría de manera misteriosa e inexplicable. Durante años, los madrileños dijeron ver una fantasmal figura femenina, en el tejado, dándose golpes de pecho, siempre mirando a Flandes. ¿Leyenda? ¿Superstición? Puede. Pero observen las siguientes imágenes, tomadas por una cámara de alta sensibilidad por un grupo de parapsicólogos. ¿Es ésta Elena, la triste viuda del capitán Zapata?"
1,5,AMELIA,"¡Pero si es Irene!"
1,5,SALVADOR,"Sí, es Irene."
1,5,IRENE,"La divertida esposa de la doctora Zelaya…"
1,5,ALONSO,"¿Doctora?… Será el doctor… ¿no?"
1,5,JULIÁN,"No, ahora en España se pueden casar dos mujeres o dos hombres."
1,5,ERNESTO,"Los tiempos cambian. Ya se irá acostumbrando."
1,5,JULIÁN,"¿Y por qué nos enseña esto?"
1,5,SALVADOR,"Por dos razones. Y es la segunda vez que pasa en poco tiempo."
1,5,ALONSO,"Doy fe de que no dejé huella alguna."
1,5,SALVADOR,"Pues yo doy fe de lo contrario. Acabo de mandar a una patrulla a resolver el problema. Ustedes están aquí para obedecer mis órdenes, ¿de acuerdo? La segunda razón por la que les he puesto este programa de nuestro pasado televisivo es porque Irene estaba buscando algo que no encontró."
1,5,IRENE,"Es un cuadro de Picasso. Puede que sea el más importante del siglo XX."
1,5,JULIÁN,"¿El recibo? ¿Qué pasa, que lo van a devolver? Pues no sé si no se ha pasado la garantía, anda que no lleva años aquí en España…"
1,5,SALVADOR,"Exactamente desde 1981. Ése es el año en el que el MOMA, el museo americano donde estaba lo devolvió. Así lo dice la Historia. Pero nos ha llegado el aviso de que ahora parece se lo están pensando… Demasiado."
1,5,IRENE,"El cuadro se lo encargó el gobierno republicano a Picasso durante la guerra civil. Y si encontramos el recibo, queda claro a quién pertenece el cuadro. Pero ha desaparecido."
1,5,SALVADOR,"Al parecer había tres copias del recibo que… Esperen un momento. ¡Otra vez usted!"
1,5,VELÁZQUEZ,"Perdone, vuestra vuecencia…"
1,5,SALVADOR,"¡Que no! ¡¿Pero cómo se lo tengo que decir, Velázquez?!"
1,5,VELÁZQUEZ,"Pero…"
1,5,SALVADOR,"Que ya sé que quiere usted conocer a Picasso, pero ya le he dicho mil veces que no puede verlo… ¡Que está en Francia! ¡Que no tenemos cobertura! ¡Es usted obsesivo!"
1,5,VELÁZQUEZ,"Entonces… ¿no?"
1,5,ANGUSTIAS,"Creo que será mejor que se vaya, don Diego… Que cuando se pone usted pesadito…"
1,5,SALVADOR,"¿Por dónde iba?"
1,5,ANGUSTIAS,"Con que había tres copias del recibo…"
1,5,SALVADOR,"Ah, sí… Gracias, Angustias. A ver… Una copia, la que tenía el Gobierno republicano en Barcelona se perdió cuando huían a Francia en 1939."
1,5,IRENE,"… y que era la que yo buscaba."
1,5,AMELIA,"¿Y la tercera?"
1,5,SALVADOR,"Es la del propio Picasso. Ustedes van a ir a Barcelona en 1939 a conseguir la copia del gobierno republicano antes de que la pierdan. Éste es el alto funcionario que perdió el recibo."
1,5,WALCOTT,"¿Cómo valora el apoyo de muchas estrellas de Hollywood a la República?"
1,5,FUNCIONARIO REPUBLICANO,"Como algo natural. El mundo de las artes y las letras lleva tiempo mostrando su apoyo al legítimo gobierno de la nación…"
1,5,JULIÁN,"Esto es un sindiós. Todo el mundo está buscando un modo de irse a Francia. Me dan ganas de decirles que es pan para hoy, nazis para mañana…"
1,5,ALONSO,"¿La habitación está protegida?"
1,5,JULIÁN,"¿La de ese tío? Es la 212… y ahí puede entrar cualquiera. Con este nivel de seguridad, no me extraña que perdieran la guerra."
1,5,AMELIA,"Quédate aquí vigilándole, Julián."
1,5,JULIÁN,"Una alarma antiaérea. Será mejor que nos vayamos."
1,5,RECEPCIONISTA,"¡Tranquilos! ¡El refugio del hotel está en el sótano! ¡Vayan hacia allá con calma!"
1,5,AMELIA,"¿Qué es ese ruido?"
1,5,JULIÁN,"Los aviones están bombardeando la ciudad."
1,5,AMELIA,"Pero… ¡es espantoso! ¡Morirán niños y…!"
1,5,JULIÁN,"Precisamente el cuadro del recibo, el Guernica, va de eso. Durante la Guerra Civil, la aviación alemana bombardeó el pueblo de Guernica en el día del mercado… Murieron mujeres, niños… Fue una masacre…"
1,5,ALONSO,"No, no es de hombres luchar sin dar la cara. ¿Y decís que ahora las guerras se pelean más en despachos que en el campo de batalla?"
1,5,JULIÁN,"Cada vez más."
1,5,ALONSO,"Eso lo explica todo."
1,5,AMELIA,"¿El qué?"
1,5,ALONSO,"Que ya no seamos un imperio. Porque siempre tuvimos buenos soldados, pero malos jefes."
1,5,JULIÁN,"O sea, que la cosa viene de lejos."
1,5,AMELIA,"Huele a humo. ¿Una bomba?"
1,5,JULIÁN,"Si fuera una bomba no habría hotel… Perdón… ¿qué ha pasado?"
1,5,RECEPCIONISTA,"Un pequeño incendio. Lo estamos controlando."
1,5,ALONSO,"¿Podéis decirme dónde es el fuego, exactamente?"
1,5,RECEPCIONISTA,"Segunda planta, habitaciones 211, 212 y 213."
1,5,AMELIA,"Qué casualidad…"
1,5,JULIÁN,"Y yo que lo veía tan fácil…"
1,5,SALVADOR,"Nada es fácil. Nunca… En fin, tendremos que ir a por la segunda opción. Vamos a ver… el Gobierno se gastó en 1981 una millonada en unos documentos que no lo valían, y lo pagaron únicamente por el recibo, así que por fuerza ha de estar ahí."
1,5,AMELIA,"Pero Irene no lo encontró."
1,5,SALVADOR,"No, pero Irene fue dos meses después de que vinieran a España. Debió traspapelarse en ese tiempo… No encuentro otra explicación. Van a ir ustedes a recibir los documentos, la valija."
1,5,ALONSO,"Perdone vuesa merced, pero… ¿no sería más fácil de obtener la copia del recibo del pintor, de ese tal Picasso?"
1,5,SALVADOR,"¡Deje, deje, que es un lío de herencia! Tuvo no sé cuántas mujeres, amantes, hijos… Un lío."
1,5,JULIÁN,"¡Otro como Lope! ¿Qué pasa, que todos los genios españoles son unos pichabravas?"
1,5,SALVADOR,"Pues tiene usted razón, ahora que lo pienso. ¡Aquí está! Saldrán esta misma tarde. Según nuestros datos, la valija llegará a Madrid mañana la mañana. En el 1981, claro. Tranquilo, le dará tiempo a comer con sus padres. Felicite a su padre de mi parte, señor Martínez."
1,5,JULIÁN,"¡Salud!"
1,5,MIGUEL,"¡Salud!"
1,5,ÁNGELA,"¡Salud!"
1,5,ÁNGELA,"Por el cumpleañero."
1,5,JULIÁN,"Felicidades, papá."
1,5,MIGUEL,"Gracias, hijo. Hombre, que hay crisis, pero podría poner unas gambitas… Yo es que no sé qué le ves a este bar, hijo."
1,5,JULIÁN,"Será la costumbre."
1,5,MIGUEL,"¡Y que no cierra, el jodío! Y eso que está chapando todo, el barrio está desconocido. Se lo quedan todo los chinos…"
1,5,ÁNGELA,"Bueno, todo no. ¿Te acuerdas del bar aquél donde quedabais siempre, con tu panda?"
1,5,JULIÁN,"El Salem."
1,5,ÁNGELA,"Pues ahora es un bar de merengue y bachata."
1,5,MIGUEL,"El Brother Latino, se llama. Te cagas. Julián se pierde en sus recuerdos."
1,5,JULIÁN,"El Salem… No me habré tomado tercios ahí…"
1,5,ÁNGELA,"Oye, hablando de cerrar. ¿Cómo lleváis en Urgencias los recortes?"
1,5,JULIÁN,"Bueno… como en todas partes."
1,5,MIGUEL,"En el 82. Tú eras aún un enano. Seis añitos tenías."
1,5,ÁNGELA,"¿En el 82? ¿Seguro?"
1,5,MIGUEL,"Seguro. Era el Mundial de Naranjito. El día de la mudanza eliminaron a España. Alemania, creo. ¡Cómo pasa el tiempo, joder!"
1,5,ÁNGELA,"Deprisa, muy deprisa. ¡Como me gustaría poder volver a aquellos años! Tendría que haber una máquina del tiempo o algo así."
1,5,JULIÁN,"¿Por qué querrías volver allí?"
1,5,ÁNGELA,"Porque cuando tienes un hijo pequeño, todo el mundo es él. No te fijas en nada más. Y es maravilloso."
1,5,ÁNGELA,"Luego, cuando crecéis y os vais, es como si te quitaran la vida. Los hijos tendríais que tener siempre cuatro, cinco añitos… Es la edad perfecta."
1,5,JULIÁN,"Venga, vamos a comer que esta tarde tengo que trabajar. Desde luego, todo es elegancia y distinción."
1,5,AMELIA,"¿Qué tal con tus padres?"
1,5,JULIÁN,"Bien… Les tendría que ver  más a menudo, la verdad…"
1,5,PELUQUERA,"Ya está."
1,5,ALONSO,"¿Y tengo que llevar este flequillo?"
1,5,PELUQUERA,"No te quejes que estás estupendo… Amelia, te toca…"
1,5,SALVADOR,"¿Todo bien?"
1,5,JULIÁN,"Más o menos."
1,5,SALVADOR,"Recuerden: se alojarán en un piso franco."
1,5,IRENE,"Está señalado en este mapa… Allí tenéis toda la documentación necesaria, acreditaciones, ropa para la misión en Barajas…"
1,5,AMELIA,"Perfecto."
1,5,SALVADOR,"Velázquez, no. No se preocupen, en el piso hay ropa de todas las tallas."
1,5,JULIÁN,"Si no es cuestión de talla, es que parezco mi padre… Es más… Creo que mi padre es más moderno."
1,5,ALONSO,"Pues no difiere tanto de la que vos lleváis cada día…"
1,5,JULIÁN,"¿Qué pasa, que para ti toda la ropa del siglo XX es igual?"
1,5,ALONSO,"Sí."
1,5,JULIÁN,"Pues como conocierais a Tino Casal lo ibais a flipar…"
1,5,IRENE,"¡Qué envidia me dais!"
1,5,AMELIA,"¿Por qué?"
1,5,IRENE,"No hay noches más divertidas que las de Madrid en los ochenta…"
1,5,JULIÁN,"La 864. Es ésta."
1,5,ALONSO,"¿Seguro que es por aquí?"
1,5,JULIÁN,"Según el mapa, sí. ¿Por qué?"
1,5,ALONSO,"Estas calles me suenan."
1,5,JULIÁN,"Normal, es el Madrid de los Austrias…"
1,5,AMELIA,"Es tu época. ¿No te puso casa el Ministerio por aquí?"
1,5,ALONSO,"Sí, pero en 1570… Y estamos en 1981… ¿Qué pasa? ¿Qué no cambian las calles con el tiempo?"
1,5,JULIÁN,"Deja, deja… no le des ideas al Ayuntamiento. Bienvenidos a casa de los Alcántara."
1,5,AMELIA,"Supongo que eso significa algo en tu tiempo…"
1,5,JULIÁN,"Ni lo dudes."
1,5,AMELIA,"¿Qué te pasa, Alonso?"
1,5,ALONSO,"Yo… conozco esta casa. Es la morada que me otorgaron cuando empecé a trabajar en el Ministerio."
1,5,AMELIA,"¿Estás seguro?"
1,5,JULIÁN,"Pues sí que la han amortizado bien…"
1,5,AMELIA,"Entonces, eso quiere decir que aquí, en esta misma casa, en al menos cuatro siglos, pero al mismo tiempo, hay muchas personas viviendo…"
1,5,JULIÁN,"Calla, calla… que se me están poniendo los pelos como escarpias…"
1,5,ALONSO,"Aún no tengo del todo claro que no esté trabajando para el Diablo."
1,5,AMELIA,"Dejemos al Diablo en paz y concentrémonos en lo nuestro. Salvador dijo que aquí encontraríamos todo lo necesario para nuestra misión… Y no veo nada."
1,5,JULIÁN,"Veamos en las habitaciones. Aquí está la ropa para ir al aeropuerto."
1,5,ALONSO,"¿Qué hay en la caja?"
1,5,AMELIA,"Acreditaciones a nombre de los tres… Y un dossier."
1,5,JULIÁN,"¿De qué?"
1,5,AMELIA,"Son recortes de prensa de la última semana… Todos son sobre el Guernica y la compra del archivo. Habrá que estudiarlos a fondo… Mañana tenemos que estar a las diez en el aeropuerto…"
1,5,JULIÁN,"¿Algo de interés?"
1,5,AMELIA,"Al parecer todos los papeles del Guernica están en Zurich. Un diplomático de la república se los llevó de la embajada española de París antes de que perdieran la guerra con el bando nacional."
1,5,ALONSO,"Una guerra entre españoles. A veces me dan ganas de regresar a mi época y no volver."
1,5,AMELIA,"Ni que fuera la primera… Isabel la Católica estuvo en guerra contra su propio hermano, Enrique IV… El ejército de Carlos I contra los Comuneros de Castilla… En el XIX las guerras carlistas…"
1,5,ALONSO,"Ya basta, ya basta…"
1,5,JULIÁN,"Nunca discutas con Amelia de Historia."
1,5,LOCUTOR TELEDIARIO,"Novedades en torno a la vuelta del Guernica a España…"
1,5,JULIÁN,"A ver…"
1,5,LOCUTOR TELEDIARIO,"Fuentes del Ministerio de Cultura nos informan de que la venida a España de la documentación referente al cuadro, prevista para mañana, tendrá que esperar. Aún así, se muestran optimistas y se espera que todo se solucione rápidamente. Pasamos ahora a los deportes… Quini, el delantero centro del Barcelona…"
1,5,JULIÁN,"A ver si lo entiendo… ¿La valija no venía mañana?"
1,5,ALONSO,"Eso nos dijeron."
1,5,JULIÁN,"¿Y no se supone que el Ministerio sabe las fechas exactas de lo que ocurre en el pasado? Mal asunto."
1,5,AMELIA,"Y que lo digas. Venid a ver esto."
1,5,JULIÁN,"¿Qué pasa ahora?"
1,5,AMELIA,"¿No reconocéis a nadie en esta foto?"
1,5,JULIÁN,"Este tío… ¿dónde le he visto?."
1,5,AMELIA,"Barcelona, 1939. En el hotel INSERTO SECUENCIA 4."
1,5,AMERICANO,"¿Cómo valora el apoyo de muchas estrellas de Hollywood a la República?"
1,5,JULIÁN,"Es el mismo. Y está igual que cuando le vimos en el hotel."
1,5,AMELIA,"Sí. Y han pasado 42 años."
1,5,SALVADOR,"¿Otro viajero del tiempo?… Esto se nos está yendo de las manos… Espere que pongo el sin manos… Ya… ¿Está segura de lo que me está diciendo, Amelia?"
1,5,AMELIA,"Sí… A no ser que tenga un hijo igualito que él… Y me huele muy raro que en 1939 fuera un reportero y en 1981 esté en Suiza. Y siempre con el recibo del Guernica al lado."
1,5,SALVADOR,"Sí… Yo tampoco creo en casualidades… ¿Cuál es su nombre?"
1,5,AMELIA,"Paul Walcott."
1,5,SALVADOR,"Paul… Walcott… Perfecto…"
1,5,AMELIA,"¿Qué quiere que hagamos ahora?"
1,5,SALVADOR,"Quédense en el piso franco hasta que tengamos nuevas noticias. Alguien está intentando reescribir la Historia."
1,5,ERNESTO,"Sí… La valija tenía que venir mañana en el 1981… No pasado mañana…"
1,5,SALVADOR,"Y para colmo, tenemos un americano que viaja por el tiempo. Y no trabaja con nosotros."
1,5,IRENE,"¿Otra vez alguien está vendiendo puertas secretas?"
1,5,SALVADOR,"Es una posibilidad. Lo que me extraña es que esté en Suiza… Las puertas del Ministerio sólo funcionan en España."
1,5,ERNESTO,"Puede haber viajado a 1981 a Madrid y de allí haber cogido un avión."
1,5,SALVADOR,"O viaja de otra manera por el tiempo, lo cual sería abrir un melón importante."
1,5,IRENE,"Creo que la pregunta es otra. Nosotros sabemos que él viaja por el tiempo… ¿Pero Walcott sabe que nosotros también lo hacemos?"
1,5,SALVADOR,"Bien pensado."
1,5,ERNESTO,"Entonces no puede ver a Amelia ni a ninguno de la patrulla… Puede recordar haberles visto en Barcelona en 1939."
1,5,SALVADOR,Sí… Cuando contacten con él,  mejor que sean ustedes los que den la cara. ¿Irene?,""
1,5,IRENE,"¿Estamos seguros de que no hay un equivalente al Ministerio del Tiempo en Estados Unidos?"
1,5,ERNESTO,"¿Qué quieres decir?"
1,5,IRENE,"No sé, ¿no hay un informe de nuestros servicios de información al respecto?"
1,5,SALVADOR,"¿De verdad cree que la inteligencia española va a averiguar algo que los Estados Unidos quieran ocultar? Tenemos 24 horas para saber quién es ese Walcott… Y para confirmar con nuestros funcionarios de 1981 si la valija se retrasa sólo un día… Y si el recibo del Guernica está en ella."
1,5,ALONSO,"No entiendo por qué nos han enviado a esta misión… ¿Tan importante es esa pintura?"
1,5,JULIÁN,"¿Si Las Lanzas de Velázquez no estuvieran en España no te ofenderías?"
1,5,ALONSO,"¡Por supuesto que sí! ¡Es el símbolo de la grandeza de nuestra patria!"
1,5,JULIÁN,"Pues el Guernica es el símbolo de la España de ahora."
1,5,ALONSO,"No digáis sandeces… He visto el cuadro en esos legajos…  ¿Esos muñecos mal pintados pueden ser símbolo de algo?"
1,5,AMELIA,"Por lo que he leído, el Guernica representa la llegada de la democracia a España después de una dictadura."
1,5,ALONSO,"¿Democracia? ¿Qué es eso?"
1,5,JULIÁN,"A ver cómo te lo explico… Democracia es que el pueblo decide quién le gobierna."
1,5,ALONSO,"¿Cómo?"
1,5,JULIÁN,"Se presentan unos políticos que quieren mandar. Luego, cada ciudadano vota al que más le gusta. Y el que más votos tiene, gobierna."
1,5,ALONSO,"¿Cómo? ¿No decide todo el rey? ¿Lo decide quien elige la gente? ¡Eso es ridículo!"
1,5,AMELIA,"¿Ridículo? ¡Si supieras la lucha que tenemos las mujeres de mi época por poder votar como lo hacen ahora!"
1,5,ALONSO,"¿Las mujeres también votan ahora?… Será mejor que me vaya a dormir…"
1,5,AMELIA,"A veces, me dan ganas de estrangularle."
1,5,JULIÁN,"Anda, vete también a dormir… Ya recojo yo todo esto."
1,5,AMELIA,"Un hombre que recoge la mesa… Eso es algo impensable en mi época."
1,5,JULIÁN,"En la mía, si no lo haces, no veas qué bronca te echan."
1,5,AMELIA,"Hasta mañana. Y descansa tú también."
1,5,ALONSO,"¿Por qué lo apagáis? Es divertido."
1,5,JULIÁN,"Sí… Como ver pastar a una vaca."
1,5,AMELIA,"Pues hasta que no recibamos órdenes, no sé qué vamos a hacer… ¡Veintiuna! Gano yo."
1,5,ALONSO,"¡Sí!…"
1,5,AMELIA,"¿Dicen el tiempo que va a hacer mañana?"
1,5,JULIÁN,"Mujer, ésa es la gracia."
1,5,ALONSO,"Parece brujería…. Aunque, la verdad… Ya no sé por qué me extraño de nada."
1,5,AMELIA,"¿Sí? … De acuerdo … Hasta mañana."
1,5,ALONSO,"¿Nuevas órdenes?"
1,5,AMELIA,"Era Ernesto. Han confirmado que la valija llega por fin mañana por la tarde. Irene y él vendrán aquí por la mañana para ayudarnos en la misión. Hasta entonces debemos esperar aquí."
1,5,JULIÁN,"Perfecto. Bueno, señores, ¿quién se viene a conocer mi barrio?"
1,5,ALONSO,"¿No acabáis de oír que debemos esperar aquí?"
1,5,JULIÁN,"Hasta mañana no vienen Irene y Ernesto…"
1,5,ALONSO,"Os empeñáis en desobedecer órdenes…"
1,5,JULIÁN,"Tú desobedeciste órdenes y por eso sigue vivo Ernesto. Me apetece ver mi barrio de cuando era niño. Mucho más que conocer a Lope de Vega o a Viriato, os lo juro… ¿Es tan difícil de entender eso? Pues hasta luego."
1,5,AMELIA,"Será mejor que vaya con él, no sea que le dé por hacer alguna tontería. No te entiendo… Es un riesgo venir a tu barrio… Estará lleno de gente que te conozca, amigos, vecinos…"
1,5,JULIÁN,"Para nada. Yo no llegaré a Carabanchel hasta el año que viene, y cuando venga seré un crío. Nadie puede reconocerme. Mira… Ese tipo de ahí va a ganar una millonada a la lotería, dentro de cinco o seis años… Pues el tío siguió con su frutería6, levantándose a las cinco de la mañana, hasta que se jubiló. Hay gente pa tó, que decía aquél. Señala en otra dirección. El hijo de la de la mercería esa fue conmigo al colegio. Luego me enteré de que se mató arreglando un ascensor. Y aquí me traían mis padres de pequeño. Esa niña va a ser la tía buena del barrio. Estábamos todos locos con ella. Y resulta que se lió con el de la bodega, que era un gordo calvo y grasiento que la sacaba treinta años…"
1,5,AMELIA,"Estás disfrutando, ¿eh?"
1,5,JULIÁN,"Es como si estuviera viendo una película sobre mí mismo."
